Running job on compute-0-01
Requested resources:
  - CPUs: 64
  - GPUs: 
  - Memory: 64000
Node counts to process: [70]
Removal percentages to process: [15, 20, 25, 30, 35, 40, 45, 50, 55, 60, 65, 70, 75, 80, 85]%
Number of iterations per combination: 50
Processed generated_graphs/nodes_70/removal_85percent/graph_41.edgelist: MIS size = 21
Processed generated_graphs/nodes_70/removal_40percent/graph_2.edgelist: MIS size = 7
Processed generated_graphs/nodes_70/removal_85percent/graph_43.edgelist: MIS size = 21
Processed generated_graphs/nodes_70/removal_35percent/graph_25.edgelist: MIS size = 7
Processed generated_graphs/nodes_70/removal_85percent/graph_12.edgelist: MIS size = 21
Processed generated_graphs/nodes_70/removal_40percent/graph_47.edgelist: MIS size = 8
Processed generated_graphs/nodes_70/removal_85percent/graph_21.edgelist: MIS size = 20
Processed generated_graphs/nodes_70/removal_35percent/graph_21.edgelist: MIS size = 6
Processed generated_graphs/nodes_70/removal_85percent/graph_17.edgelist: MIS size = 21
Processed generated_graphs/nodes_70/removal_40percent/graph_22.edgelist: MIS size = 7
Processed generated_graphs/nodes_70/removal_85percent/graph_38.edgelist: MIS size = 19
Processed generated_graphs/nodes_70/removal_40percent/graph_10.edgelist: MIS size = 7
Processed generated_graphs/nodes_70/removal_85percent/graph_14.edgelist: MIS size = 19
Processed generated_graphs/nodes_70/removal_40percent/graph_50.edgelist: MIS size = 7
Processed generated_graphs/nodes_70/removal_85percent/graph_50.edgelist: MIS size = 21
Processed generated_graphs/nodes_70/removal_45percent/graph_40.edgelist: MIS size = 8
Processed generated_graphs/nodes_70/removal_85percent/graph_29.edgelist: MIS size = 20
Processed generated_graphs/nodes_70/removal_45percent/graph_36.edgelist: MIS size = 7
Processed generated_graphs/nodes_70/removal_85percent/graph_49.edgelist: MIS size = 20
Processed generated_graphs/nodes_70/removal_45percent/graph_21.edgelist: MIS size = 7
Processed generated_graphs/nodes_70/removal_85percent/graph_9.edgelist: MIS size = 21
Processed generated_graphs/nodes_70/removal_45percent/graph_35.edgelist: MIS size = 8
Processed generated_graphs/nodes_70/removal_85percent/graph_30.edgelist: MIS size = 21
Processed generated_graphs/nodes_70/removal_35percent/graph_36.edgelist: MIS size = 6
Processed generated_graphs/nodes_70/removal_85percent/graph_1.edgelist: MIS size = 21
Processed generated_graphs/nodes_70/removal_40percent/graph_5.edgelist: MIS size = 7
Processed generated_graphs/nodes_70/removal_85percent/graph_4.edgelist: MIS size = 20
Processed generated_graphs/nodes_70/removal_35percent/graph_6.edgelist: MIS size = 6
Processed generated_graphs/nodes_70/removal_85percent/graph_44.edgelist: MIS size = 20
Processed generated_graphs/nodes_70/removal_30percent/graph_19.edgelist: MIS size = 6
Processed generated_graphs/nodes_70/removal_85percent/graph_25.edgelist: MIS size = 22
Processed generated_graphs/nodes_70/removal_35percent/graph_49.edgelist: MIS size = 6
Processed generated_graphs/nodes_70/removal_85percent/graph_13.edgelist: MIS size = 21
Processed generated_graphs/nodes_70/removal_50percent/graph_27.edgelist: MIS size = 8
Processed generated_graphs/nodes_70/removal_85percent/graph_40.edgelist: MIS size = 21
Processed generated_graphs/nodes_70/removal_40percent/graph_13.edgelist: MIS size = 7
Processed generated_graphs/nodes_70/removal_85percent/graph_31.edgelist: MIS size = 20
Processed generated_graphs/nodes_70/removal_40percent/graph_17.edgelist: MIS size = 7
Processed generated_graphs/nodes_70/removal_85percent/graph_6.edgelist: MIS size = 21
Processed generated_graphs/nodes_70/removal_45percent/graph_20.edgelist: MIS size = 7
Processed generated_graphs/nodes_70/removal_85percent/graph_46.edgelist: MIS size = 21
Processed generated_graphs/nodes_70/removal_40percent/graph_18.edgelist: MIS size = 7
Processed generated_graphs/nodes_70/removal_85percent/graph_19.edgelist: MIS size = 21
Processed generated_graphs/nodes_70/removal_40percent/graph_32.edgelist: MIS size = 7
Processed generated_graphs/nodes_70/removal_85percent/graph_11.edgelist: MIS size = 21
Processed generated_graphs/nodes_70/removal_50percent/graph_12.edgelist: MIS size = 8
Processed generated_graphs/nodes_70/removal_85percent/graph_48.edgelist: MIS size = 22
Processed generated_graphs/nodes_70/removal_40percent/graph_9.edgelist: MIS size = 6
Processed generated_graphs/nodes_70/removal_85percent/graph_37.edgelist: MIS size = 21
Processed generated_graphs/nodes_70/removal_35percent/graph_14.edgelist: MIS size = 6
Processed generated_graphs/nodes_70/removal_85percent/graph_18.edgelist: MIS size = 21
Processed generated_graphs/nodes_70/removal_35percent/graph_22.edgelist: MIS size = 6
Processed generated_graphs/nodes_70/removal_85percent/graph_15.edgelist: MIS size = 21
Processed generated_graphs/nodes_70/removal_40percent/graph_40.edgelist: MIS size = 7
Processed generated_graphs/nodes_70/removal_85percent/graph_33.edgelist: MIS size = 22
Processed generated_graphs/nodes_70/removal_50percent/graph_37.edgelist: MIS size = 8
Processed generated_graphs/nodes_70/removal_85percent/graph_3.edgelist: MIS size = 21
Processed generated_graphs/nodes_70/removal_35percent/graph_7.edgelist: MIS size = 7
Processed generated_graphs/nodes_70/removal_85percent/graph_36.edgelist: MIS size = 23
Processed generated_graphs/nodes_70/removal_40percent/graph_19.edgelist: MIS size = 7
Processed generated_graphs/nodes_70/removal_85percent/graph_28.edgelist: MIS size = 23
Processed generated_graphs/nodes_70/removal_40percent/graph_1.edgelist: MIS size = 7
Processed generated_graphs/nodes_70/removal_85percent/graph_42.edgelist: MIS size = 22
All tasks processed. Total results collected: 750
Saved results for Nodes=70, Removal=15% to mis_results_grouped/nodes_70_removal_15percent.json
Saved results for Nodes=70, Removal=25% to mis_results_grouped/nodes_70_removal_25percent.json
Saved results for Nodes=70, Removal=35% to mis_results_grouped/nodes_70_removal_35percent.json
Saved results for Nodes=70, Removal=20% to mis_results_grouped/nodes_70_removal_20percent.json
Saved results for Nodes=70, Removal=45% to mis_results_grouped/nodes_70_removal_45percent.json
Saved results for Nodes=70, Removal=30% to mis_results_grouped/nodes_70_removal_30percent.json
Saved results for Nodes=70, Removal=50% to mis_results_grouped/nodes_70_removal_50percent.json
Saved results for Nodes=70, Removal=40% to mis_results_grouped/nodes_70_removal_40percent.json
Saved results for Nodes=70, Removal=55% to mis_results_grouped/nodes_70_removal_55percent.json
Saved results for Nodes=70, Removal=60% to mis_results_grouped/nodes_70_removal_60percent.json
Saved results for Nodes=70, Removal=65% to mis_results_grouped/nodes_70_removal_65percent.json
Saved results for Nodes=70, Removal=70% to mis_results_grouped/nodes_70_removal_70percent.json
Saved results for Nodes=70, Removal=75% to mis_results_grouped/nodes_70_removal_75percent.json
Saved results for Nodes=70, Removal=80% to mis_results_grouped/nodes_70_removal_80percent.json
Saved results for Nodes=70, Removal=85% to mis_results_grouped/nodes_70_removal_85percent.json
All grouped results have been saved.
